0.00003063 0.01901053 0.96665933
0.00007983 -0.01011537 0.93636737
0.00010353 -0.05670650 0.98392894
0.00001024 0.06434977 0.95702036
0.00005137 0.00939449 0.95699950
0.00008864 -0.04351670 0.98005759
0.00004631 0.00085944 0.97575556
0.00006195 -0.12315939 0.97648845
0.00001727 -0.36833082 1.06038431
0.00004348 0.00417761 0.95786536
0.00005429 0.03692774 0.92310852
0.00005386 -0.01587454 0.97674775
0.00003788 0.05645650 0.94736650
0.00007426 -0.04572288 0.95355325
0.00010244 -0.00245343 0.90393881
0.00003590 0.00844089 0.97246049
0.00003681 0.03379946 0.95588469
0.00001841 0.05256091 0.96525971
0.00003566 -0.06600951 0.95115066
0.00008732 -0.03468345 0.96293558
0.00000670 0.05760672 0.96140641
0.00003437 0.03169746 0.96163020
0.00008236 -0.06970093 0.91590956
0.00001678 0.08811176 0.94060872
0.00003463 -0.01691832 0.97765249
0.00007108 0.01720387 0.92113912
0.00004726 -0.13823070 0.96378839
0.00003890 0.04614993 0.93975059
0.00001830 -0.04294599 0.95426831
0.00007227 -0.02967566 0.98648894
0.00001624 0.02087868 0.97638140
0.00005176 0.00431386 0.94515940
0.00005356 -0.08558918 0.96889247
0.00008710 -0.04613592 0.98310034
0.00003838 -0.03609309 0.98470583
0.00000950 -0.01203804 0.97999308
0.00006346 0.01006248 0.92207135
0.00002421 0.02282362 0.96809834
0.00005588 -0.17413606 0.98327950
0.00002304 -0.05595903 0.97610837
0.00006819 -0.06574682 0.97669135
0.00009506 -0.08818343 0.97163828
0.00009295 -0.05708367 0.97302587
0.00001360 0.04124816 0.96460463
0.00010586 -0.06366444 0.98068512
0.00001347 -0.08982039 1.01073911
0.00004459 -0.17275729 1.03140991
0.00008789 -0.04647173 0.91107635
0.00001998 0.00419130 0.96712801
0.00006550 -0.09006475 1.00555516
0.00013650 -0.06784679 0.99597068
0.00009525 -0.08402953 1.00565270
0.00009322 -0.05456871 0.97975033
0.00009547 -0.11146326 1.01584276
0.00005734 -0.00465445 0.96718240
0.00002726 -0.02689126 0.96266436
0.00004641 0.05866012 0.92871221
0.00010834 -0.06438821 0.96184281
0.00008038 -0.03819235 0.98199881
0.00002281 -0.12731105 1.00198471
0.00004803 0.06194428 0.93157762
0.00003241 0.02515859 0.96421800
0.00003939 -0.02089834 0.96834720
0.00006300 -0.05040227 0.97030399
0.00004385 0.00323732 0.96703757
0.00006298 -0.07336188 1.00526994
0.00008160 -0.11610890 1.02019599
0.00008203 -0.04664195 0.98793862
0.00002105 -0.31649129 1.06409830
0.00001599 0.01979330 0.98380800
0.00001875 0.01858559 0.98490221
0.00006714 -0.06857270 0.95302805
